run_name,model,model_family,train_ratio,seed,condition,stage,eval_ratio,split,hyperparameter_name,hyperparameter_value,learning_rate,selected_epoch,selected_hyperparams,train_rows,valid_rows,elapsed_seconds,n_rows,positive_rows,benign_rows,accuracy,balanced_accuracy,precision,recall,f1,mcc,tn,fp,fn,tp,roc_auc,average_precision,pr_auc
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,4,random_flip_20,test,50/50,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,True,1698,48,142.66685349389445,42,21,21,0.66666666666666663,0.66666666666666663,0.62068965517241381,0.8571428571428571,0.71999999999999997,0.36051834183722337,10,11,3,18,0.82539682539682535,0.85921768346805094,0.85602593213921097
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,4,random_flip_20,test,60/40,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,True,1698,48,142.66685349389445,53,21,32,0.69811320754716977,0.7254464285714286,0.58064516129032262,0.8571428571428571,0.69230769230769229,0.44757498382950212,19,13,3,18,0.8258928571428571,0.71147465298559953,0.69300796789931507
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,4,random_flip_20,test,70/30,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,True,1698,48,142.66685349389445,70,21,49,0.58571428571428574,0.66326530612244894,0.40909090909090912,0.8571428571428571,0.55384615384615388,0.3096838644555055,23,26,3,18,0.81049562682215737,0.67769586911655266,0.66153121512441926
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,4,random_flip_20,test,75/25,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,True,1698,48,142.66685349389445,84,21,63,0.61904761904761907,0.69841269841269837,0.38297872340425532,0.8571428571428571,0.52941176470588236,0.34612230745149225,34,29,3,18,0.76568405139833717,0.46903004862039277,0.43666045092077926
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,4,random_flip_20,test,80/20,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,True,1698,48,142.66685349389445,105,21,84,0.63809523809523805,0.72023809523809523,0.33962264150943394,0.8571428571428571,0.48648648648648651,0.35239693446374998,49,35,3,18,0.80867346938775519,0.53105245249124788,0.51728623155379183
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,4,random_flip_20,test,90/10,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,True,1698,48,142.66685349389445,210,21,189,0.60952380952380958,0.71957671957671954,0.18556701030927836,0.8571428571428571,0.30508474576271188,0.26426019357493213,110,79,3,18,0.81859410430839008,0.43315748750415417,0.42088736139044403
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,4,random_fp_10,validation,60/40,valid,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,True,2124,48,175.1068837440107,48,19,29,0.77083333333333337,0.79219600725952821,0.65384615384615385,0.89473684210526316,0.75555555555555554,0.57356422853698863,20,9,2,17,0.84392014519056258,0.73335611280405333,0.72108463645848841
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,4,random_fp_10,test,50/50,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,True,2124,48,175.1068837440107,42,21,21,0.76190476190476186,0.76190476190476186,0.78947368421052633,0.7142857142857143,0.75,0.52620136055843392,17,4,6,15,0.82993197278911568,0.84565288866397248,0.84056014768565102
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,4,random_fp_10,test,60/40,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,True,2124,48,175.1068837440107,53,21,32,0.77358490566037741,0.76339285714285721,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.5267857142857143,26,6,6,15,0.8392857142857143,0.76484086662658091,0.75701651009286852
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,4,random_fp_10,test,70/30,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,True,2124,48,175.1068837440107,70,21,49,0.74285714285714288,0.73469387755102034,0.55555555555555558,0.7142857142857143,0.625,0.44189932023991346,37,12,6,15,0.83479105928085517,0.7212989270884762,0.71840174680307589
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,4,random_fp_10,test,75/25,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,True,2124,48,175.1068837440107,84,21,63,0.72619047619047616,0.72222222222222221,0.46875,0.7142857142857143,0.56603773584905659,0.39629696195060848,46,17,6,15,0.7894935752078609,0.52415408218391568,0.49274851620361176
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,4,random_fp_10,test,80/20,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,True,2124,48,175.1068837440107,105,21,84,0.72380952380952379,0.72023809523809523,0.39473684210526316,0.7142857142857143,0.50847457627118642,0.36664226632135583,61,23,6,15,0.83560090702947842,0.60124126573706405,0.60192731249541409
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,4,random_fp_10,test,90/10,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,True,2124,48,175.1068837440107,210,21,189,0.74285714285714288,0.73015873015873023,0.23809523809523808,0.7142857142857143,0.35714285714285715,0.30134851508779897,141,48,6,15,0.81960191484000999,0.30193870854874644,0.28036907426553204
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,4,random_fp_20,validation,60/40,valid,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,True,2549,48,223.4953771380242,48,19,29,0.75,0.78402903811252267,0.62068965517241381,0.94736842105263153,0.75,0.56805807622504534,18,11,1,18,0.82758620689655171,0.72265151228617597,0.71193919483081392
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,4,random_fp_20,test,50/50,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,True,2549,48,223.4953771380242,42,21,21,0.6428571428571429,0.64285714285714279,0.65000000000000002,0.61904761904761907,0.63414634146341464,0.28603877677367767,14,7,8,13,0.78911564625850339,0.81472977470455499,0.81014801476661602
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,4,random_fp_20,test,60/40,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,True,2549,48,223.4953771380242,53,21,32,0.67924528301886788,0.66889880952380953,0.59090909090909094,0.61904761904761907,0.60465116279069764,0.33531195158183819,23,9,8,13,0.79315476190476186,0.67088574928908962,0.65460065146928392
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,4,random_fp_20,test,70/30,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,True,2549,48,223.4953771380242,70,21,49,0.68571428571428572,0.66666666666666674,0.48148148148148145,0.61904761904761907,0.54166666666666663,0.31381256075008346,35,14,8,13,0.79008746355685133,0.63718193811891877,0.62195846737068239
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,4,random_fp_20,test,75/25,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,True,2549,48,223.4953771380242,84,21,63,0.70238095238095233,0.67460317460317465,0.43333333333333335,0.61904761904761907,0.50980392156862742,0.31557642080208581,46,17,8,13,0.76719576719576721,0.50120684119909331,0.48382141705877535
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,4,random_fp_20,test,80/20,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,True,2549,48,223.4953771380242,105,21,84,0.77142857142857146,0.7142857142857143,0.44827586206896552,0.61904761904761907,0.52000000000000002,0.38341289055807448,68,16,8,13,0.82568027210884354,0.54937052220619709,0.53264258407042808
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,4,random_fp_20,test,90/10,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,True,2549,48,223.4953771380242,210,21,189,0.72857142857142854,0.67989417989417988,0.20967741935483872,0.61904761904761907,0.31325301204819278,0.2366251790201416,140,49,8,13,0.80347694633408917,0.28707265925014824,0.26168965109987041
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,clean,validation,60/40,valid,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,True,1698,48,145.37745471508242,48,19,29,0.70833333333333337,0.7313974591651542,0.59259259259259256,0.84210526315789469,0.69565217391304346,0.45621845724451132,18,11,3,16,0.81125226860254085,0.6966769536150017,0.68528408222002257
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,clean,test,50/50,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,True,1698,48,145.37745471508242,42,21,21,0.80952380952380953,0.80952380952380953,0.93333333333333335,0.66666666666666663,0.77777777777777779,0.64597519349993926,20,1,7,14,0.88888888888888895,0.88031757695927704,0.8762226965828841
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,clean,test,60/40,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,True,1698,48,145.37745471508242,53,21,32,0.71698113207547165,0.70833333333333326,0.63636363636363635,0.66666666666666663,0.65116279069767447,0.41360064512297223,24,8,7,14,0.7321428571428571,0.57482249167553656,0.55155225308817968
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,clean,test,70/30,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,True,1698,48,145.37745471508242,70,21,49,0.74285714285714288,0.72108843537414957,0.56000000000000005,0.66666666666666663,0.60869565217391308,0.422890031611031,38,11,7,14,0.78425655976676378,0.67462268939433723,0.66843072795577418
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,clean,test,75/25,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,True,1698,48,145.37745471508242,84,21,63,0.7857142857142857,0.74603174603174605,0.56000000000000005,0.66666666666666663,0.60869565217391308,0.46602053736175392,52,11,7,14,0.83900226757369611,0.63619966480133705,0.62566909009597671
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,clean,test,80/20,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,True,1698,48,145.37745471508242,105,21,84,0.7142857142857143,0.6964285714285714,0.3783783783783784,0.66666666666666663,0.48275862068965519,0.32894904191692126,61,23,7,14,0.75311791383219961,0.41979412148140061,0.39076594005188586
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,clean,test,90/10,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,True,1698,48,145.37745471508242,210,21,189,0.74761904761904763,0.71164021164021163,0.23333333333333334,0.66666666666666663,0.34567901234567899,0.28109134757052262,143,46,7,14,0.79125724363819605,0.29786631227600163,0.27553751770260393
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,heuristic_fp_10,validation,60/40,valid,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,True,2124,48,166.47297930403147,48,19,29,0.75,0.78402903811252267,0.62068965517241381,0.94736842105263153,0.75,0.56805807622504534,18,11,1,18,0.83847549909255892,0.69946828360385482,0.68580992014927089
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,heuristic_fp_10,test,50/50,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,True,2124,48,166.47297930403147,42,21,21,0.76190476190476186,0.76190476190476186,0.82352941176470584,0.66666666666666663,0.73684210526315785,0.53357837507993255,18,3,7,14,0.87528344671201808,0.83556375761344714,0.82810432939771617
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,heuristic_fp_10,test,60/40,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,True,2124,48,166.47297930403147,53,21,32,0.75471698113207553,0.73958333333333326,0.69999999999999996,0.66666666666666663,0.68292682926829273,0.48350310497994997,26,6,7,14,0.85565476190476186,0.79200368598647275,0.78460359621629516
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,heuristic_fp_10,test,70/30,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,True,2124,48,166.47297930403147,70,21,49,0.69999999999999996,0.69047619047619047,0.5,0.66666666666666663,0.5714285714285714,0.35634832254989918,35,14,7,14,0.81535471331389697,0.65538242782489076,0.64620370617107459
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,heuristic_fp_10,test,75/25,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,True,2124,48,166.47297930403147,84,21,63,0.80952380952380953,0.76190476190476186,0.60869565217391308,0.66666666666666663,0.63636363636363635,0.5086563575663422,54,9,7,14,0.86621315192743764,0.59692152495318007,0.56778005315171931
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,heuristic_fp_10,test,80/20,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,True,2124,48,166.47297930403147,105,21,84,0.74285714285714288,0.71428571428571419,0.41176470588235292,0.66666666666666663,0.50909090909090904,0.36635647545598748,64,20,7,14,0.79081632653061218,0.45157321230851988,0.43503434193800478
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,heuristic_fp_10,test,90/10,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,1,True,2124,48,166.47297930403147,210,21,189,0.75714285714285712,0.71693121693121697,0.2413793103448276,0.66666666666666663,0.35443037974683544,0.29110978727557507,145,44,7,14,0.82350718065003781,0.27846140292316696,0.25336444466005537
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,heuristic_fp_20,validation,60/40,valid,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,5,True,2549,48,209.15880759002175,48,19,29,0.77083333333333337,0.78312159709618867,0.66666666666666663,0.84210526315789469,0.7441860465116279,0.55381861969499646,21,8,3,16,0.8284936479128856,0.74061504252321053,0.72671983851837196
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,heuristic_fp_20,test,50/50,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,5,True,2549,48,209.15880759002175,42,21,21,0.73809523809523814,0.73809523809523814,0.8571428571428571,0.5714285714285714,0.68571428571428572,0.50507627227610541,19,2,9,12,0.90702947845804993,0.87080404914664478,0.86303920711983706
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,heuristic_fp_20,test,60/40,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,5,True,2549,48,209.15880759002175,53,21,32,0.64150943396226412,0.6294642857142857,0.54545454545454541,0.5714285714285714,0.55813953488372092,0.25702325804070419,22,10,9,12,0.74702380952380953,0.58392550146208899,0.54046045590978653
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,heuristic_fp_20,test,70/30,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,5,True,2549,48,209.15880759002175,70,21,49,0.65714285714285714,0.63265306122448983,0.44444444444444442,0.5714285714285714,0.5,0.24976918100516846,34,15,9,12,0.79057337220602519,0.67427591711293589,0.66808489184257203
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,heuristic_fp_20,test,75/25,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,5,True,2549,48,209.15880759002175,84,21,63,0.7857142857142857,0.71428571428571419,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.42857142857142855,54,9,9,12,0.8495842781557067,0.67326241262142827,0.66498397808470855
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,heuristic_fp_20,test,80/20,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,5,True,2549,48,209.15880759002175,105,21,84,0.73333333333333328,0.67261904761904767,0.38709677419354838,0.5714285714285714,0.46153846153846156,0.30274103786400469,65,19,9,12,0.79818594104308382,0.46101657025170828,0.41597080061830466
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,heuristic_fp_20,test,90/10,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,5,True,2549,48,209.15880759002175,210,21,189,0.77142857142857146,0.68253968253968256,0.23529411764705882,0.5714285714285714,0.33333333333333331,0.25541369845022832,150,39,9,12,0.81947593852355749,0.31758912958747398,0.28189322408297579
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,random_flip_10,validation,60/40,valid,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,4,True,1698,48,143.47049213096034,48,19,29,0.79166666666666663,0.80036297640653353,0.69565217391304346,0.84210526315789469,0.76190476190476186,0.58805544012688671,22,7,3,16,0.76769509981851181,0.58232886046952814,0.55052028274369524
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,random_flip_10,test,50/50,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,4,True,1698,48,143.47049213096034,42,21,21,0.80952380952380953,0.80952380952380953,0.84210526315789469,0.76190476190476186,0.80000000000000004,0.6218743352054219,18,3,5,16,0.86848072562358281,0.80358873352608962,0.78867326042363861
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,random_flip_10,test,60/40,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,4,True,1698,48,143.47049213096034,53,21,32,0.81132075471698117,0.80282738095238093,0.76190476190476186,0.76190476190476186,0.76190476190476186,0.60565476190476186,27,5,5,16,0.859375,0.71394452692995158,0.68508285395063151
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,random_flip_10,test,70/30,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,4,True,1698,48,143.47049213096034,70,21,49,0.80000000000000004,0.78911564625850339,0.64000000000000001,0.76190476190476186,0.69565217391304346,0.55301004133750209,40,9,5,16,0.8717201166180758,0.75652314207003024,0.75011960334980188
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,random_flip_10,test,75/25,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,4,True,1698,48,143.47049213096034,84,21,63,0.86904761904761907,0.83333333333333326,0.72727272727272729,0.76190476190476186,0.7441860465116279,0.6565706694547585,57,6,5,16,0.90362811791383213,0.65773104074743072,0.62728464286741048
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,random_flip_10,test,80/20,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,4,True,1698,48,143.47049213096034,105,21,84,0.83809523809523812,0.80952380952380953,0.5714285714285714,0.76190476190476186,0.65306122448979587,0.55994963993013247,72,12,5,16,0.85600907029478457,0.49105532411654862,0.4632913381165038
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,random_flip_10,test,90/10,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,4,True,1698,48,143.47049213096034,210,21,189,0.82380952380952377,0.79629629629629628,0.33333333333333331,0.76190476190476186,0.46376811594202899,0.42336859751808015,157,32,5,16,0.8643235071806501,0.35016077950506574,0.32019216043118132
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,random_flip_20,validation,60/40,valid,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,True,1698,48,133.73148210602812,48,19,29,0.6875,0.74137931034482762,0.55882352941176472,1,0.71698113207547165,0.51940049698450275,14,15,0,19,0.8294010889292196,0.70774758943734017,0.69457731800011491
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,random_flip_20,test,50/50,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,True,1698,48,133.73148210602812,42,21,21,0.7857142857142857,0.7857142857142857,0.75,0.8571428571428571,0.80000000000000004,0.57735026918962573,15,6,3,18,0.90476190476190477,0.88848089011882125,0.88393272534398037
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,random_flip_20,test,60/40,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,True,1698,48,133.73148210602812,53,21,32,0.64150943396226412,0.6785714285714286,0.52941176470588236,0.8571428571428571,0.65454545454545454,0.36425904629602796,16,16,3,18,0.7901785714285714,0.66988066162657056,0.64670810802563994
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,random_flip_20,test,70/30,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,True,1698,48,133.73148210602812,70,21,49,0.6428571428571429,0.70408163265306123,0.45000000000000001,0.8571428571428571,0.5901639344262295,0.3779644730092272,27,22,3,18,0.80466472303206993,0.69533002518120357,0.6888352753620024
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,random_flip_20,test,75/25,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,True,1698,48,133.73148210602812,84,21,63,0.70238095238095233,0.75396825396825395,0.45000000000000001,0.8571428571428571,0.5901639344262295,0.44038550605054422,41,22,3,18,0.84807256235827655,0.66302921080628985,0.65325386553526221
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,random_flip_20,test,80/20,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,True,1698,48,133.73148210602812,105,21,84,0.59999999999999998,0.6964285714285714,0.31578947368421051,0.8571428571428571,0.46153846153846156,0.31544663407202239,45,39,3,18,0.77976190476190477,0.4351465083452184,0.40599287128876294
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,random_flip_20,test,90/10,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,True,1698,48,133.73148210602812,210,21,189,0.62857142857142856,0.73015873015873012,0.19354838709677419,0.8571428571428571,0.31578947368421051,0.27801203246247458,114,75,3,18,0.81733434114386505,0.36708125079775783,0.34049547019194565
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,random_fp_10,validation,60/40,valid,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,True,2124,48,169.36166274000425,48,19,29,0.79166666666666663,0.80036297640653353,0.69565217391304346,0.84210526315789469,0.76190476190476186,0.58805544012688671,22,7,3,16,0.84392014519056258,0.72053815195061088,0.697535409079447
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,random_fp_10,test,50/50,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,True,2124,48,169.36166274000425,42,21,21,0.73809523809523814,0.73809523809523814,0.8125,0.61904761904761907,0.70270270270270274,0.49029033784546011,18,3,8,13,0.86848072562358269,0.78464071794014301,0.7593413398586738
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,random_fp_10,test,60/40,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,True,2124,48,169.36166274000425,53,21,32,0.75471698113207553,0.73139880952380953,0.72222222222222221,0.61904761904761907,0.66666666666666663,0.47797532566289946,27,5,8,13,0.79166666666666674,0.61213607772291345,0.5876059846056354
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,random_fp_10,test,70/30,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,True,2124,48,169.36166274000425,70,21,49,0.8571428571428571,0.78911564625850339,0.8666666666666667,0.61904761904761907,0.72222222222222221,0.64577659993794834,47,2,8,13,0.84936831875607388,0.74595517665273081,0.73951162628102773
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,random_fp_10,test,75/25,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,True,2124,48,169.36166274000425,84,21,63,0.84523809523809523,0.76984126984126977,0.72222222222222221,0.61904761904761907,0.66666666666666663,0.56952142864688693,58,5,8,13,0.8873771730914588,0.67202817210438859,0.6557841377771334
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,random_fp_10,test,80/20,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,True,2124,48,169.36166274000425,105,21,84,0.81904761904761902,0.74404761904761907,0.54166666666666663,0.61904761904761907,0.57777777777777772,0.4649494419171773,73,11,8,13,0.8231292517006803,0.47794442509046969,0.45338104890179998
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,random_fp_10,test,90/10,test,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,2,True,2124,48,169.36166274000425,210,21,189,0.84761904761904761,0.74603174603174605,0.35135135135135137,0.61904761904761907,0.44827586206896552,0.38746973010970659,165,24,8,13,0.8454270597127741,0.31899855081200618,0.29915712549926399
codebert_balanced_ratio_preserved_noise_mcc_selected_true_pr_auc_v1,codebert_class_weight_balanced,codebert,60/40,5,random_fp_20,validation,60/40,valid,learning_rate,2.0000000000000002e-05,2.0000000000000002e-05,4,True,2549,48,200.26139993593097,48,19,29,0.8125,0.81760435571687839,0.72727272727272729,0.84210526315789469,0.78048780487804881,0.62343937884455281,23,6,3,16,0.86025408348457344,0.83453088666140629,0.83035477895268972
